Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
15/11/1977_04:22:54       1084.38190761          0.03887506
15/11/1977_05:22:54       1085.38190761          0.03856285
15/11/1977_06:22:54       1086.38190761          0.03825872
15/11/1977_07:22:54       1087.38190761          0.03796244
15/11/1977_08:22:54       1088.38190761          0.03767382
15/11/1977_09:22:54       1089.38190761          0.03739264
15/11/1977_10:22:54       1090.38190761          0.03711868
15/11/1977_11:22:54       1091.38190761          0.03685174
15/11/1977_12:22:54       1092.38190761          0.03659166
15/11/1977_13:22:54       1093.38190761          0.03633822
15/11/1977_14:22:54       1094.38190761          0.03609125
15/11/1977_15:22:54       1095.38190761          0.03585058
15/11/1977_16:22:54       1096.38190761          0.03561603
15/11/1977_17:22:54       1097.38190761          0.03538744
15/11/1977_18:22:54       1098.38190761          0.03516466
15/11/1977_19:22:54       1099.38190761          0.03494751
15/11/1977_20:22:54       1100.38190761          0.03473588
15/11/1977_21:22:54       1101.38190761          0.03452958
15/11/1977_22:22:54       1102.38190761          0.03432850
15/11/1977_23:22:54       1103.38190761          0.03413250
16/11/1977_00:22:54       1104.38190761          0.03394145
16/11/1977_01:22:54       1105.38190761          0.03375520
16/11/1977_02:22:54       1106.38190761          0.03357366
16/11/1977_03:22:54       1107.38190761          0.03339667
16/11/1977_04:22:54       1108.38190761          0.03322414
16/11/1977_05:22:54       1109.38190761          0.03305595
16/11/1977_06:22:54       1110.38190761          0.03289197
16/11/1977_07:22:54       1111.38190761          0.03273212
16/11/1977_08:22:54       1112.38190761          0.03257626
16/11/1977_09:22:54       1113.38190761          0.03242432
16/11/1977_10:22:54       1114.38190761          0.03227619
16/11/1977_11:22:54       1115.38190761          0.03213173
16/11/1977_12:22:54       1116.38190761          0.03199091
16/11/1977_13:22:54       1117.38190761          0.03185361
16/11/1977_14:22:54       1118.38190761          0.03171974
16/11/1977_15:22:54       1119.38190761          0.03158923
16/11/1977_16:22:54       1120.38190761          0.03146197
16/11/1977_17:22:54       1121.38190761          0.03133788
16/11/1977_18:22:54       1122.38190761          0.03121691
16/11/1977_19:22:54       1123.38190761          0.03109894
16/11/1977_20:22:54       1124.38190761          0.03098392
16/11/1977_21:22:54       1125.38190761          0.03087177
16/11/1977_22:22:54       1126.38190761          0.03076242
16/11/1977_23:22:54       1127.38190761          0.03065580
17/11/1977_00:22:54       1128.38190761          0.03055183
17/11/1977_01:22:54       1129.38190761          0.03047436
17/11/1977_02:22:54       1130.38190761          0.03039450
17/11/1977_03:22:54       1131.38190761          0.03031320
17/11/1977_04:22:54       1132.38190761          0.03023122
17/11/1977_05:22:54       1133.38190761          0.03014912
17/11/1977_06:22:54       1134.38190761          0.03006735
17/11/1977_07:22:54       1135.38190761          0.02998623
17/11/1977_08:22:54       1136.38190761          0.02990604
17/11/1977_09:22:54       1137.38190761          0.02982698
17/11/1977_10:22:54       1138.38190761          0.02974922
17/11/1977_11:22:54       1139.38190761          0.02967285
17/11/1977_12:22:54       1140.38190761          0.02959794
17/11/1977_13:22:54       1141.38190761          0.02952455
17/11/1977_14:22:54       1142.38190761          0.02945270
17/11/1977_15:22:54       1143.38190761          0.02938244
17/11/1977_16:22:54       1144.38190761          0.02931377
17/11/1977_17:22:54       1145.38190761          0.02924667
17/11/1977_18:22:54       1146.38190761          0.02918113
17/11/1977_19:22:54       1147.38190761          0.02911715
17/11/1977_20:22:54       1148.38190761          0.02905468
17/11/1977_21:22:54       1149.38190761          0.02899372
17/11/1977_22:22:54       1150.38190761          0.02893425
17/11/1977_23:22:54       1151.38190761          0.02887623
18/11/1977_00:22:54       1152.38190761          0.02880864
18/11/1977_01:22:54       1153.38190761          0.02873280
18/11/1977_02:22:54       1154.38190761          0.02866250
18/11/1977_03:22:54       1155.38190761          0.02859685
18/11/1977_04:22:54       1156.38190761          0.02853515
18/11/1977_05:22:54       1157.38190761          0.02847683
18/11/1977_06:22:54       1158.38190761          0.02842145
18/11/1977_07:22:54       1159.38190761          0.02836865
18/11/1977_08:22:54       1160.38190761          0.02831811
18/11/1977_09:22:54       1161.38190761          0.02826958
18/11/1977_10:22:54       1162.38190761          0.02822287
18/11/1977_11:22:54       1163.38190761          0.02817780
18/11/1977_12:22:54       1164.38190761          0.02813424
18/11/1977_13:22:54       1165.38190761          0.02809207
18/11/1977_14:22:54       1166.38190761          0.02805119
18/11/1977_15:22:54       1167.38190761          0.02801154
18/11/1977_16:22:54       1168.38190761          0.02797302
18/11/1977_17:22:54       1169.38190761          0.02793560
18/11/1977_18:22:54       1170.38190761          0.02789922
18/11/1977_19:22:54       1171.38190761          0.02786382
18/11/1977_20:22:54       1172.38190761          0.02782937
18/11/1977_21:22:54       1173.38190761          0.02779581
18/11/1977_22:22:54       1174.38190761          0.02776313
18/11/1977_23:22:54       1175.38190761          0.02773130
19/11/1977_00:22:54       1176.38190761          0.02770027
19/11/1977_01:22:54       1177.38190761          0.02767001
19/11/1977_02:22:54       1178.38190761          0.02764050
19/11/1977_03:22:54       1179.38190761          0.02761171
19/11/1977_04:22:54       1180.38190761          0.02758363
19/11/1977_05:22:54       1181.38190761          0.02755623
19/11/1977_06:22:54       1182.38190761          0.02752949
19/11/1977_07:22:54       1183.38190761          0.02750339
19/11/1977_08:22:54       1184.38190761          0.02747791
19/11/1977_09:22:54       1185.38190761          0.02745305
19/11/1977_10:22:54       1186.38190761          0.02742878
19/11/1977_11:22:54       1187.38190761          0.02885606
19/11/1977_12:22:54       1188.38190761          0.03222881
19/11/1977_13:11:16       1189.18783006          0.03933148
19/11/1977_13:25:57       1189.43256819          0.04692899
19/11/1977_13:40:38       1189.67730632          0.05502566
19/11/1977_13:55:19       1189.92204445          0.06364541
19/11/1977_14:06:12       1190.10340556          0.07271841
19/11/1977_14:15:18       1190.25514372          0.08223476
19/11/1977_14:24:24       1190.40688188          0.09223657
19/11/1977_14:33:31       1190.55862004          0.10273461
19/11/1977_14:42:37       1190.71035820          0.11374028
19/11/1977_14:51:43       1190.86209636          0.12526702
19/11/1977_15:01:17       1191.02142143          0.13672872
19/11/1977_15:11:19       1191.18871275          0.14088563
19/11/1977_15:21:51       1191.36436864          0.14518892
19/11/1977_15:32:55       1191.54880732          0.14981429
19/11/1977_15:44:32       1191.74246794          0.15478861
19/11/1977_15:56:44       1191.94581159          0.16013978
19/11/1977_16:09:33       1192.15932242          0.16660528
19/11/1977_16:23:00       1192.38350879          0.17384577
19/11/1977_16:37:08       1192.61890448          0.18166700
19/11/1977_16:51:57       1192.86606995          0.19010904
19/11/1977_17:07:32       1193.12559370          0.19657874
19/11/1977_17:23:53       1193.39809364          0.20042900
19/11/1977_17:41:03       1193.68421857          0.20435097
19/11/1977_17:59:04       1193.98464975          0.20834568
19/11/1977_18:18:00       1194.30010249          0.21160010
19/11/1977_18:37:52       1194.63132786          0.21474303
19/11/1977_18:58:44       1194.97911450          0.21777821
19/11/1977_19:20:39       1195.34429048          0.22055710
19/11/1977_19:43:39       1195.72772525          0.22312742
19/11/1977_20:07:49       1196.13033177          0.22545292
19/11/1977_20:33:11       1196.55306861          0.22749694
19/11/1977_20:59:49       1196.99694229          0.22924322
19/11/1977_21:27:46       1197.46300965          0.23064795
19/11/1977_21:57:08       1197.95238039          0.23167000
19/11/1977_22:27:58       1198.46621966          0.23227200
19/11/1977_23:00:20       1199.00575089          0.23242121
19/11/1977_23:34:20       1199.57225868          0.23209071
20/11/1977_00:10:01       1200.16709187          0.23523979
20/11/1977_00:45:35       1200.75986010          0.24857697
20/11/1977_01:04:22       1201.07284888          0.26255586
20/11/1977_01:11:43       1201.19530786          0.27679922
20/11/1977_01:19:03       1201.31776684          0.29146952
20/11/1977_01:26:24       1201.44022581          0.30657980
20/11/1977_01:33:45       1201.56268479          0.32214079
20/11/1977_01:41:06       1201.68514376          0.33825314
20/11/1977_01:48:27       1201.80760274          0.35519483
20/11/1977_01:55:48       1201.93006172          0.37345671
20/11/1977_02:03:31       1202.05864364          0.38808581
20/11/1977_02:11:37       1202.19365466          0.39581291
20/11/1977_02:20:07       1202.33541624          0.40305919
20/11/1977_02:29:03       1202.48426589          0.41033346
20/11/1977_02:38:26       1202.64055802          0.41762020
20/11/1977_02:48:16       1202.80466476          0.42497930
20/11/1977_02:58:37       1202.97697684          0.43255442
20/11/1977_03:09:28       1203.15790452          0.44872192
20/11/1977_03:20:52       1203.34787858          0.46806732
20/11/1977_03:32:50       1203.54735135          0.49049171
20/11/1977_03:45:01       1203.75052080          0.51654181
20/11/1977_03:57:13       1203.95369024          0.54715343
20/11/1977_04:09:31       1204.15882809          0.58388018
20/11/1977_04:21:52       1204.36454708          0.62840334
20/11/1977_04:34:12       1204.57026607          0.68286112
20/11/1977_04:46:33       1204.77598506          0.74996478
20/11/1977_04:58:54       1204.98170404          0.83312368
20/11/1977_05:11:51       1205.19770898          0.92827214
20/11/1977_05:25:28       1205.42451417          1.04403961
20/11/1977_05:39:45       1205.66265961          1.18820476
20/11/1977_05:54:45       1205.91271232          1.37210109
20/11/1977_06:10:30       1206.17526768          1.60123643
20/11/1977_06:27:03       1206.45095079          1.89237539
20/11/1977_06:44:25       1206.74041807          2.27350685
20/11/1977_07:02:39       1207.04435871          2.78160404
20/11/1977_07:21:48       1207.36349638          3.47041899
20/11/1977_07:41:54       1207.69859093          4.39672832
20/11/1977_08:03:01       1208.05044021          5.61597843
20/11/1977_08:25:11       1208.41988196          7.12340935
20/11/1977_08:48:28       1208.80779579          8.94106139
20/11/1977_09:12:54       1209.21510532         11.06698095
20/11/1977_09:38:34       1209.64278032         13.48272140
20/11/1977_10:05:30       1210.09183907         16.15583123
20/11/1977_10:33:48       1210.56335076         19.04617734
20/11/1977_11:03:30       1211.05843803         22.09882302
20/11/1977_11:34:41       1211.57827967         25.24168013
20/11/1977_12:07:26       1212.12411339         28.41679699
20/11/1977_12:15:48       1212.26335037         29.30348350
20/11/1977_12:24:09       1212.40258735         30.12286333
20/11/1977_12:32:30       1212.54182433         30.93343454
20/11/1977_12:40:51       1212.68106131         31.73636195
20/11/1977_12:49:13       1212.82029829         32.53339999
20/11/1977_12:57:34       1212.95953527         33.32659960
20/11/1977_13:06:20       1213.10573410         34.13259181
20/11/1977_13:15:33       1213.25924288         34.95516982
20/11/1977_13:25:13       1213.42042709         35.79755785
20/11/1977_13:35:22       1213.58967051         36.65673214
20/11/1977_13:46:02       1213.76737610         37.52890540
20/11/1977_13:57:14       1213.95396697         38.40912028
20/11/1977_14:08:59       1214.14988739         39.29043927
20/11/1977_14:21:20       1214.35560382         40.16484351
20/11/1977_14:34:17       1214.57160608         41.02291130
20/11/1977_14:47:54       1214.79840845         41.85468753
20/11/1977_15:02:11       1215.03655094         42.65131550
20/11/1977_15:17:11       1215.28660055         43.40388242
20/11/1977_15:32:56       1215.54915265         44.11056918
20/11/1977_15:49:29       1215.82483235         44.77572564
20/11/1977_16:06:51       1216.11429603         45.41019338
20/11/1977_16:25:05       1216.41823290         46.02985493
20/11/1977_16:44:14       1216.73736661         46.65229537
20/11/1977_17:04:20       1217.07245701         47.29194353
20/11/1977_17:25:27       1217.42430193         47.95430219
20/11/1977_17:47:37       1217.79373909         48.63057879
20/11/1977_18:10:53       1218.18164811         49.29448851
20/11/1977_18:35:20       1218.58895258         49.90245667
20/11/1977_19:00:59       1219.01662228         50.39819222
20/11/1977_19:27:56       1219.46567546         50.72065172
20/11/1977_19:56:13       1219.93718130         50.81362535
20/11/1977_20:25:56       1220.43226243         50.63420038
20/11/1977_20:57:07       1220.95209762         50.15836632
20/11/1977_21:29:52       1221.49792457         49.38264619
20/11/1977_22:04:15       1222.07104286         48.32223890
20/11/1977_22:40:22       1222.67281707         47.00691706
20/11/1977_23:18:16       1223.30467999         45.47508430
20/11/1977_23:58:05       1223.96813606         43.77048996
21/11/1977_00:39:53       1224.66476493         41.93967124
21/11/1977_01:23:46       1225.39622524         40.02406973
21/11/1977_02:09:51       1226.16425857         38.06150175
21/11/1977_02:58:14       1226.97069357         36.08429916
21/11/1977_03:49:02       1227.81745031         34.11902781
21/11/1977_04:42:23       1228.70654489         32.18658363
21/11/1977_05:38:24       1229.64009420         30.30241632
21/11/1977_06:37:13       1230.62032098         28.47807249
21/11/1977_07:37:13       1231.62032098         26.76820713
21/11/1977_08:37:13       1232.62032098         25.19709696
21/11/1977_09:37:13       1233.62032098         23.75146086
21/11/1977_10:37:13       1234.62032098         22.41961827
21/11/1977_11:37:13       1235.62032098         21.19047323
21/11/1977_12:37:13       1236.62032098         20.05366816
21/11/1977_13:37:13       1237.62032098         19.00008906
21/11/1977_14:37:13       1238.62032098         18.05414084
21/11/1977_15:37:13       1239.62032098         17.17060431
21/11/1977_16:37:13       1240.62032098         16.33209174
21/11/1977_17:37:13       1241.62032098         15.54735086
21/11/1977_18:37:13       1242.62032098         14.81193940
21/11/1977_19:37:13       1243.62032098         14.12180077
21/11/1977_20:37:13       1244.62032098         13.47319147
21/11/1977_21:37:13       1245.62032098         12.86270723
21/11/1977_22:37:13       1246.62032098         12.28721866
21/11/1977_23:37:13       1247.62032098         11.74399971
22/11/1977_00:37:13       1248.62032098         11.23153636
22/11/1977_01:37:13       1249.62032098         10.74780625
22/11/1977_02:37:13       1250.62032098         10.29077624
22/11/1977_03:37:13       1251.62032098          9.85886772
22/11/1977_04:37:13       1252.62032098          9.45061526
22/11/1977_05:37:13       1253.62032098          9.06461544
22/11/1977_06:37:13       1254.62032098          8.69951516
22/11/1977_07:37:13       1255.62032098          8.35401604
22/11/1977_08:37:13       1256.62032098          8.02688041
22/11/1977_09:37:13       1257.62032098          7.71691389
22/11/1977_10:37:13       1258.62032098          7.42299147
22/11/1977_11:37:13       1259.62032098          7.14403993
22/11/1977_12:37:13       1260.62032098          6.87900893
22/11/1977_13:37:13       1261.62032098          6.62700538
22/11/1977_14:37:13       1262.62032098          6.38716992
22/11/1977_15:37:13       1263.62032098          6.15866761
22/11/1977_16:37:13       1264.62032098          5.94072809
22/11/1977_17:37:13       1265.62032098          5.73263890
22/11/1977_18:37:13       1266.62032098          5.53372748
22/11/1977_19:37:13       1267.62032098          5.34340246
22/11/1977_20:37:13       1268.62032098          5.16113242
22/11/1977_21:37:13       1269.62032098          4.98642754
22/11/1977_22:37:13       1270.62032098          4.81883815
22/11/1977_23:37:13       1271.62032098          4.65795717
23/11/1977_00:37:13       1272.62032098          4.49946250
23/11/1977_01:37:13       1273.62032098          4.34455034
23/11/1977_02:37:13       1274.62032098          4.19327705
23/11/1977_03:37:13       1275.62032098          4.04456411
23/11/1977_04:37:13       1276.62032098          3.89747443
23/11/1977_05:37:13       1277.62032098          3.75160337
23/11/1977_06:37:13       1278.62032098          3.60716474
23/11/1977_07:37:13       1279.62032098          3.46384720
23/11/1977_08:37:13       1280.62032098          3.32224665
23/11/1977_09:37:13       1281.62032098          3.18293018
23/11/1977_10:37:13       1282.62032098          3.04641522
23/11/1977_11:37:13       1283.62032098          2.91314990
23/11/1977_12:37:13       1284.62032098          2.78349472
23/11/1977_13:37:13       1285.62032098          2.65771975
23/11/1977_14:37:13       1286.62032098          2.53600572
23/11/1977_15:37:13       1287.62032098          2.41848096
23/11/1977_16:37:13       1288.62032098          2.30523077
23/11/1977_17:37:13       1289.62032098          2.19630551
23/11/1977_18:37:13       1290.62032098          2.09173925
23/11/1977_19:37:13       1291.62032098          1.99153911
23/11/1977_20:37:13       1292.62032098          1.89568878
23/11/1977_21:37:13       1293.62032098          1.80414619
23/11/1977_22:37:13       1294.62032098          1.71683949
23/11/1977_23:37:13       1295.62032098          1.63368092
24/11/1977_00:37:13       1296.62032098          1.55456245
24/11/1977_01:37:13       1297.62032098          1.47955202
24/11/1977_02:37:13       1298.62032098          1.40820350
24/11/1977_03:37:13       1299.62032098          1.34043802
24/11/1977_04:37:13       1300.62032098          1.27613392
24/11/1977_05:37:13       1301.62032098          1.21515564
24/11/1977_06:37:13       1302.62032098          1.15736277
24/11/1977_07:37:13       1303.62032098          1.10260934
24/11/1977_08:37:13       1304.62032098          1.05075060
24/11/1977_09:37:13       1305.62032098          1.00164601
24/11/1977_10:37:13       1306.62032098          0.95515716
24/11/1977_11:37:13       1307.62032098          0.91115071
24/11/1977_12:37:13       1308.62032098          0.86949747
24/11/1977_13:37:13       1309.62032098          0.83007386
24/11/1977_14:37:13       1310.62032098          0.79277082
24/11/1977_15:37:13       1311.62032098          0.75746825
24/11/1977_16:37:13       1312.62032098          0.72405314
24/11/1977_17:37:13       1313.62032098          0.69241963
24/11/1977_18:37:13       1314.62032098          0.66246693
24/11/1977_19:37:13       1315.62032098          0.63410018
24/11/1977_20:37:13       1316.62032098          0.60722874
24/11/1977_21:37:13       1317.62032098          0.58176724
24/11/1977_22:37:13       1318.62032098          0.55763522
24/11/1977_23:37:13       1319.62032098          0.53475579
25/11/1977_00:37:13       1320.62032098          0.51317819
25/11/1977_01:37:13       1321.62032098          0.49278653
25/11/1977_02:37:13       1322.62032098          0.47335800
25/11/1977_03:37:13       1323.62032098          0.45486913
25/11/1977_04:37:13       1324.62032098          0.43728330
25/11/1977_05:37:13       1325.62032098          0.42055893
25/11/1977_06:37:13       1326.62032098          0.40465239
25/11/1977_07:37:13       1327.62032098          0.38952137
25/11/1977_08:37:13       1328.62032098          0.37512424
25/11/1977_09:37:13       1329.62032098          0.36142090
25/11/1977_10:37:13       1330.62032098          0.34837363
25/11/1977_11:37:13       1331.62032098          0.33594584
25/11/1977_12:37:13       1332.62032098          0.32410381
25/11/1977_13:37:13       1333.62032098          0.31281545
25/11/1977_14:37:13       1334.62032098          0.30205084
25/11/1977_15:37:13       1335.62032098          0.29178113
25/11/1977_16:37:13       1336.62032098          0.28197982
25/11/1977_17:37:13       1337.62032098          0.27262207
25/11/1977_18:37:13       1338.62032098          0.26368416
25/11/1977_19:37:13       1339.62032098          0.25514381
25/11/1977_20:37:13       1340.62032098          0.24698026
25/11/1977_21:37:13       1341.62032098          0.23917379
25/11/1977_22:37:13       1342.62032098          0.23170608
25/11/1977_23:37:13       1343.62032098          0.22455962
26/11/1977_00:37:13       1344.62032098          0.21774534
26/11/1977_01:37:13       1345.62032098          0.21122754
26/11/1977_02:37:13       1346.62032098          0.20497305
26/11/1977_03:37:13       1347.62032098          0.19897243
26/11/1977_04:37:13       1348.62032098          0.19321518
26/11/1977_05:37:13       1349.62032098          0.18769058
26/11/1977_06:37:13       1350.62032098          0.18238850
26/11/1977_07:37:13       1351.62032098          0.17729868
26/11/1977_08:37:13       1352.62032098          0.17241123
26/11/1977_09:37:13       1353.62032098          0.16771696
26/11/1977_10:37:13       1354.62032098          0.16320687
26/11/1977_11:37:13       1355.62032098          0.15887225
26/11/1977_12:37:13       1356.62032098          0.15470501
26/11/1977_13:37:13       1357.62032098          0.15069754
26/11/1977_14:37:13       1358.62032098          0.14684263
26/11/1977_15:37:13       1359.62032098          0.14313343
26/11/1977_16:37:13       1360.62032098          0.13956334
26/11/1977_17:37:13       1361.62032098          0.13612630
26/11/1977_18:37:13       1362.62032098          0.13281664
26/11/1977_19:37:13       1363.62032098          0.12962895
26/11/1977_20:37:13       1364.62032098          0.12655823
26/11/1977_21:37:13       1365.62032098          0.12359972
26/11/1977_22:37:13       1366.62032098          0.12074890
26/11/1977_23:37:13       1367.62032098          0.11800140
27/11/1977_00:37:13       1368.62032098          0.11528477
27/11/1977_01:37:13       1369.62032098          0.11264390
27/11/1977_02:37:13       1370.62032098          0.11012055
27/11/1977_03:37:13       1371.62032098          0.10770271
27/11/1977_04:37:13       1372.62032098          0.10538111
27/11/1977_05:37:13       1373.62032098          0.10314833
27/11/1977_06:37:13       1374.62032098          0.10099828
27/11/1977_07:37:13       1375.62032098          0.09892571
27/11/1977_08:37:13       1376.62032098          0.09692602
27/11/1977_09:37:13       1377.62032098          0.09499514
27/11/1977_10:37:13       1378.62032098          0.09312957
27/11/1977_11:37:13       1379.62032098          0.09132596
27/11/1977_12:37:13       1380.62032098          0.08958145
27/11/1977_13:37:13       1381.62032098          0.08789324
27/11/1977_14:37:13       1382.62032098          0.08763368
27/11/1977_15:37:13       1383.62032098          0.08690704
27/11/1977_16:37:13       1384.62032098          0.08539510
27/11/1977_17:37:13       1385.62032098          0.08392476
27/11/1977_18:37:13       1386.62032098          0.08249338
27/11/1977_19:37:13       1387.62032098          0.08110063
27/11/1977_20:37:13       1388.62032098          0.07974546
27/11/1977_21:37:13       1389.62032098          0.07842648
27/11/1977_22:37:13       1390.62032098          0.07714219
27/11/1977_23:37:13       1391.62032098          0.07589102
28/11/1977_00:37:13       1392.62032098          0.07467144
28/11/1977_01:37:13       1393.62032098          0.07348201
28/11/1977_02:37:13       1394.62032098          0.07232146
28/11/1977_03:37:13       1395.62032098          0.07118862
28/11/1977_04:37:13       1396.62032098          0.07008253
28/11/1977_05:37:13       1397.62032098          0.06900232
28/11/1977_06:37:13       1398.62032098          0.06794725
28/11/1977_07:37:13       1399.62032098          0.06691670
28/11/1977_08:37:13       1400.62032098          0.06591015
28/11/1977_09:37:13       1401.62032098          0.06492721
28/11/1977_10:37:13       1402.62032098          0.06396744
28/11/1977_11:37:13       1403.62032098          0.06303053
28/11/1977_12:37:13       1404.62032098          0.06211617
28/11/1977_13:37:13       1405.62032098          0.06122402
28/11/1977_14:37:13       1406.62032098          0.06338305
28/11/1977_15:24:48       1407.41354732          0.06455260
28/11/1977_16:14:47       1408.24643498          0.06386897
28/11/1977_17:07:15       1409.12096702          0.06318119
28/11/1977_18:02:21       1410.03922566          0.06248996
28/11/1977_19:00:12       1411.00339723          0.06179295
28/11/1977_20:00:12       1412.00339723          0.06109174
28/11/1977_21:00:12       1413.00339723          0.06039762
28/11/1977_22:00:12       1414.00339723          0.05971146
28/11/1977_23:00:12       1415.00339723          0.05903374
29/11/1977_00:00:12       1416.00339723          0.05836462
29/11/1977_01:00:12       1417.00339723          0.05781184
29/11/1977_02:00:12       1418.00339723          0.05724078
29/11/1977_03:00:12       1419.00339723          0.05665834
29/11/1977_04:00:12       1420.00339723          0.05606931
29/11/1977_05:00:12       1421.00339723          0.05547733
29/11/1977_06:00:12       1422.00339723          0.05488515
29/11/1977_07:00:12       1423.00339723          0.05429488
29/11/1977_08:00:12       1424.00339723          0.05370820
29/11/1977_09:00:12       1425.00339723          0.05312641
29/11/1977_10:00:12       1426.00339723          0.05255057
29/11/1977_11:00:12       1427.00339723          0.05198520
29/11/1977_12:00:12       1428.00339723          0.05249439
29/11/1977_13:00:12       1429.00339723          0.05352631
29/11/1977_14:00:12       1430.00339723          0.05458477
29/11/1977_15:00:12       1431.00339723          0.05786869
29/11/1977_15:45:03       1431.75094900          0.06337845
29/11/1977_16:14:06       1432.23503612          0.06926023
29/11/1977_16:35:14       1432.58749629          0.07540066
29/11/1977_16:56:23       1432.93995646          0.08180795
29/11/1977_17:15:21       1433.25605521          0.08846841
29/11/1977_17:33:52       1433.56468766          0.09547096
29/11/1977_17:52:23       1433.87332011          0.10340630
29/11/1977_18:08:32       1434.14244334          0.11291701
29/11/1977_18:23:02       1434.38405926          0.12463460
29/11/1977_18:37:32       1434.62567519          0.13993624
29/11/1977_18:52:02       1434.86729112          0.16017934
29/11/1977_19:07:15       1435.12098784          0.18431219
29/11/1977_19:23:14       1435.38736940          0.21099192
29/11/1977_19:40:01       1435.66707004          0.24352080
29/11/1977_19:57:38       1435.96075571          0.28347921
29/11/1977_20:16:08       1436.26912566          0.32987690
29/11/1977_20:35:34       1436.59291411          0.38567354
29/11/1977_20:55:58       1436.93289199          0.45366547
29/11/1977_21:17:23       1437.28986875          0.53618468
29/11/1977_21:39:52       1437.66469436          0.63785139
29/11/1977_22:03:29       1438.05826124          0.76512064
29/11/1977_22:28:17       1438.47150647          0.92781302
29/11/1977_22:54:19       1438.90541397          1.14065506
29/11/1977_23:21:39       1439.36101683          1.43540932
29/11/1977_23:50:21       1439.83939984          1.86058830
30/11/1977_00:20:30       1440.34170200          2.51704954
30/11/1977_00:52:08       1440.86911927          3.62918922
30/11/1977_01:25:22       1441.42290740          5.64154584
30/11/1977_02:00:15       1442.00438494          9.19954434
30/11/1977_02:36:53       1442.61493635         14.65623246
30/11/1977_03:15:21       1443.25601534         21.42517920
30/11/1977_03:55:44       1443.92914827         28.17023457
30/11/1977_04:38:09       1444.63593786         33.76098861
30/11/1977_05:22:41       1445.37806692         37.72292045
30/11/1977_06:09:26       1446.15730243         40.08425557
30/11/1977_06:58:31       1446.97549972         41.09886250
30/11/1977_07:50:04       1447.83460687         41.06618116
30/11/1977_08:44:12       1448.73666938         40.25467811
30/11/1977_09:41:01       1449.68383502         38.88362625
30/11/1977_10:40:42       1450.67835894         37.12749459
30/11/1977_11:40:42       1451.67835894         35.21418729
30/11/1977_12:40:42       1452.67835894         33.26247347
30/11/1977_13:40:42       1453.67835894         31.34144852
30/11/1977_14:40:42       1454.67835894         29.53987890
30/11/1977_15:20:21       1455.33917947         28.41972006
30/11/1977_15:50:21       1455.83917947         27.59030714
30/11/1977_16:21:51       1456.36417947         26.75031746
30/11/1977_16:54:55       1456.91542947         25.91212122
30/11/1977_17:29:39       1457.49424197         25.08855185
30/11/1977_18:06:07       1458.10199509         24.29772783
30/11/1977_18:44:24       1458.74013588         23.56332765
30/11/1977_19:24:36       1459.41018370         22.91307426
30/11/1977_20:06:49       1460.11373391         22.37525886
30/11/1977_20:51:08       1460.85246163         21.97290283
30/11/1977_21:37:41       1461.62812574         21.71606389
30/11/1977_22:26:33       1462.44257305         21.59411026
30/11/1977_23:17:51       1463.29774273         21.57080521
01/12/1977_00:11:44       1464.19567089         21.58534550
