name,module,owner_file,line,type,is_parameter,n_refs_confirmed,refs_confirmed,n_refs_possible,refs_possible
JBK,CMmod,src/contaminant/CMmod.f90,78,INTEGER,False,0,,0,
JFLINK,CMmod,src/contaminant/CMmod.f90,79,INTEGER,False,0,,0,
JSOL,CMmod,src/contaminant/CMmod.f90,80,INTEGER,False,0,,0,
NWORK,CMmod,src/contaminant/CMmod.f90,81,INTEGER,False,0,,0,
NLINKA,CMmod,src/contaminant/CMmod.f90,82,INTEGER,False,0,,0,
NCWELL,CMmod,src/contaminant/CMmod.f90,83,INTEGER,False,0,,0,
VELDUM,CMmod,src/contaminant/CMmod.f90,84,DOUBLEPRECISION,False,0,,0,
QQQWEL,CMmod,src/contaminant/CMmod.f90,85,DOUBLEPRECISION,False,0,,0,
QQQWL1,CMmod,src/contaminant/CMmod.f90,86,DOUBLEPRECISION,False,0,,0,
QQRV,CMmod,src/contaminant/CMmod.f90,87,DOUBLEPRECISION,False,0,,0,
ROH,CMmod,src/contaminant/CMmod.f90,88,DOUBLEPRECISION,False,0,,0,
ISBDY,CMmod,src/contaminant/CMmod.f90,89,LOGICAL,False,0,,0,
count,CMmod,src/contaminant/CMmod.f90,90,INTEGER,False,0,,0,
LWORK,CMmod,src/contaminant/CMmod.f90,91,INTEGER,False,0,,0,
NBK,CMmod,src/contaminant/CMmod.f90,92,INTEGER,False,0,,0,
nwell,CMmod,src/contaminant/CMmod.f90,93,INTEGER,False,0,,0,
islk,CMmod,src/contaminant/CMmod.f90,94,LOGICAL,False,0,,0,
qqqdum,CMmod,src/contaminant/CMmod.f90,95,DOUBLEPRECISION,False,0,,0,
QQQSL1,CMmod,src/contaminant/CMmod.f90,96,DOUBLEPRECISION,False,0,,0,
CCAPB,CONT_CC,src/contaminant/CONT_CC.F90,35,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCPBO,CONT_CC,src/contaminant/CONT_CC.F90,36,DOUBLEPRECISION,False,0,,0,
CCAPE,CONT_CC,src/contaminant/CONT_CC.F90,37,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCAPI,CONT_CC,src/contaminant/CONT_CC.F90,38,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCAPIO,CONT_CC,src/contaminant/CONT_CC.F90,39,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCAPR,CONT_CC,src/contaminant/CONT_CC.F90,40,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCAPRO,CONT_CC,src/contaminant/CONT_CC.F90,41,DOUBLEPRECISION,False,0,,0,
IIICF,CONT_CC,src/contaminant/CONT_CC.F90,42,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
IIICFO,CONT_CC,src/contaminant/CONT_CC.F90,43,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCCCW,CONT_CC,src/contaminant/CONT_CC.F90,45,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCCC,CONT_CC,src/contaminant/CONT_CC.F90,47,DOUBLEPRECISION,False,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
CCCCO,CONT_CC,src/contaminant/CONT_CC.F90,48,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
SSSS,CONT_CC,src/contaminant/CONT_CC.F90,49,DOUBLEPRECISION,False,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
SSSSO,CONT_CC,src/contaminant/CONT_CC.F90,50,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
SSS1,CONT_CC,src/contaminant/CONT_CC.F90,52,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SSS2,CONT_CC,src/contaminant/CONT_CC.F90,53,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GCPLA,CONT_CC,src/contaminant/CONT_CC.F90,55,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
GGLMSO,CONT_CC,src/contaminant/CONT_CC.F90,56,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CCAPIN,CONT_CC,src/contaminant/CONT_CC.F90,58,DOUBLEPRECISION,False,2,src/contaminant/CMmod.f90;src/frame/FRmod.f90,0,
ALPHA,CONT_CC,src/contaminant/CONT_CC.F90,60,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
FADS,CONT_CC,src/contaminant/CONT_CC.F90,61,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
GNN,CONT_CC,src/contaminant/CONT_CC.F90,62,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
KDDLS,CONT_CC,src/contaminant/CONT_CC.F90,63,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
KDDSOL,CONT_CC,src/contaminant/CONT_CC.F90,64,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NCON,CONT_CC,src/contaminant/CONT_CC.F90,66,INTEGER,False,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
FCPBKO,CONT_CC,src/contaminant/CONT_CC.F90,68,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GCPBKO,CONT_CC,src/contaminant/CONT_CC.F90,69,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FSF,CONT_CC,src/contaminant/CONT_CC.F90,70,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FSFC,CONT_CC,src/contaminant/CONT_CC.F90,71,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FSFT,CONT_CC,src/contaminant/CONT_CC.F90,72,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RSW,CONT_CC,src/contaminant/CONT_CC.F90,73,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RSWC,CONT_CC,src/contaminant/CONT_CC.F90,74,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RSWT,CONT_CC,src/contaminant/CONT_CC.F90,75,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ALPHBD,CONT_CC,src/contaminant/CONT_CC.F90,77,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ALPHBS,CONT_CC,src/contaminant/CONT_CC.F90,78,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
FNCEBD,BK_CW,src/contaminant/bk_cw.f90,35,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NBANK,BK_CW,src/contaminant/bk_cw.f90,36,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NCEAB,BK_CW,src/contaminant/bk_cw.f90,37,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NCEBD,BK_CW,src/contaminant/bk_cw.f90,38,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
QQRVO,BK_CW,src/contaminant/bk_cw.f90,39,DOUBLEPRECISION,False,0,,0,
D0,COLM_C1,src/contaminant/column/colm_c1.f90,39,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
Z2,COLM_C1,src/contaminant/column/colm_c1.f90,40,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
Z2SQ,COLM_C1,src/contaminant/column/colm_c1.f90,41,DOUBLEPRECISION,False,2,src/driver/run_sim.f90;src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
Z2OD,COLM_C1,src/contaminant/column/colm_c1.f90,42,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
Z2SQOD,COLM_C1,src/contaminant/column/colm_c1.f90,43,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
CST1,COLM_C1,src/contaminant/column/colm_c1.f90,45,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CST2,COLM_C1,src/contaminant/column/colm_c1.f90,46,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CST3,COLM_C1,src/contaminant/column/colm_c1.f90,47,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SGMA,COLM_C1,src/contaminant/column/colm_c1.f90,48,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
SGSQ,COLM_C1,src/contaminant/column/colm_c1.f90,49,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
SGTSE,COLM_C1,src/contaminant/column/colm_c1.f90,50,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SGSTSE,COLM_C1,src/contaminant/column/colm_c1.f90,51,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
OMSGMA,COLM_C1,src/contaminant/column/colm_c1.f90,52,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
OPSGL,COLM_C1,src/contaminant/column/colm_c1.f90,53,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
OPSGSL,COLM_C1,src/contaminant/column/colm_c1.f90,54,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
TSE,COLM_C1,src/contaminant/column/colm_c1.f90,55,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FNCPSF,COLM_C1,src/contaminant/column/colm_c1.f90,57,DOUBLEPRECISION,False,0,,0,
NCEBOT,COLM_C1,src/contaminant/column/colm_c1.f90,59,INTEGER,False,0,,1,src/contaminant/CMmod.f90
NCETOP,COLM_C1,src/contaminant/column/colm_c1.f90,60,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NCEPSF,COLM_C1,src/contaminant/column/colm_c1.f90,61,INTEGER,False,0,,1,src/contaminant/CMmod.f90
ICAP,COLM_C2,src/contaminant/column/colm_c2.f90,49,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ICAPT,COLM_C2,src/contaminant/column/colm_c2.f90,50,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ICAPC,COLM_C2,src/contaminant/column/colm_c2.f90,51,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QCAP,COLM_C2,src/contaminant/column/colm_c2.f90,52,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QCAPT,COLM_C2,src/contaminant/column/colm_c2.f90,53,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QCAPC,COLM_C2,src/contaminant/column/colm_c2.f90,54,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDA,COLM_C2,src/contaminant/column/colm_c2.f90,56,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDB,COLM_C2,src/contaminant/column/colm_c2.f90,57,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDDLS,COLM_C2,src/contaminant/column/colm_c2.f90,58,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDDLS1,COLM_C2,src/contaminant/column/colm_c2.f90,59,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDDSW,COLM_C2,src/contaminant/column/colm_c2.f90,60,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDDSW1,COLM_C2,src/contaminant/column/colm_c2.f90,61,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GGGNU,COLM_C2,src/contaminant/column/colm_c2.f90,62,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GGGNU1,COLM_C2,src/contaminant/column/colm_c2.f90,63,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
KSP,COLM_C2,src/contaminant/column/colm_c2.f90,64,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
KSPP,COLM_C2,src/contaminant/column/colm_c2.f90,65,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ZONE,COLM_C2,src/contaminant/column/colm_c2.f90,66,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ZONE1,COLM_C2,src/contaminant/column/colm_c2.f90,67,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
TTTLSE,COLM_C2,src/contaminant/column/colm_c2.f90,69,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQQSW,COLM_C2,src/contaminant/column/colm_c2.f90,71,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQQSW1,COLM_C2,src/contaminant/column/colm_c2.f90,72,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GGAMM,COLM_C2,src/contaminant/column/colm_c2.f90,74,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GGAMM1,COLM_C2,src/contaminant/column/colm_c2.f90,75,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
PPHI,COLM_C2,src/contaminant/column/colm_c2.f90,76,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
PPHI1,COLM_C2,src/contaminant/column/colm_c2.f90,77,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQ,COLM_C2,src/contaminant/column/colm_c2.f90,78,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQ1,COLM_C2,src/contaminant/column/colm_c2.f90,79,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
TTHET,COLM_C2,src/contaminant/column/colm_c2.f90,80,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
TTHET1,COLM_C2,src/contaminant/column/colm_c2.f90,81,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
UUAJP,COLM_C2,src/contaminant/column/colm_c2.f90,82,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
UUAJP1,COLM_C2,src/contaminant/column/colm_c2.f90,83,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQRF,COLM_C2,src/contaminant/column/colm_c2.f90,85,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QQRF1,COLM_C2,src/contaminant/column/colm_c2.f90,86,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QI,COLM_C2,src/contaminant/column/colm_c2.f90,87,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QI1,COLM_C2,src/contaminant/column/colm_c2.f90,88,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GCAPLA,COLM_CC,src/contaminant/column/colm_cc.f90,62,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CSWA,COLM_CC,src/contaminant/column/colm_cc.f90,64,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CSWAT,COLM_CC,src/contaminant/column/colm_cc.f90,65,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRSWA,COLM_CC,src/contaminant/column/colm_cc.f90,66,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRSAT,COLM_CC,src/contaminant/column/colm_cc.f90,67,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRLS,COLM_CC,src/contaminant/column/colm_cc.f90,68,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRLSC,COLM_CC,src/contaminant/column/colm_cc.f90,69,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRLST,COLM_CC,src/contaminant/column/colm_cc.f90,70,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRSW,COLM_CC,src/contaminant/column/colm_cc.f90,71,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRSWC,COLM_CC,src/contaminant/column/colm_cc.f90,72,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
RRRSWT,COLM_CC,src/contaminant/column/colm_cc.f90,73,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCAPA,COLM_CC,src/contaminant/column/colm_cc.f90,75,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCAPAT,COLM_CC,src/contaminant/column/colm_cc.f90,76,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCAP,COLM_CC,src/contaminant/column/colm_cc.f90,78,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
COLCAP,COLM_CC,src/contaminant/column/colm_cc.f90,79,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SCAP,COLM_CC,src/contaminant/column/colm_cc.f90,80,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SOLCAP,COLM_CC,src/contaminant/column/colm_cc.f90,81,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
EDCAP,COLM_CC,src/contaminant/column/colm_cc.f90,83,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
EDCAPC,COLM_CC,src/contaminant/column/colm_cc.f90,84,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
EDCAPT,COLM_CC,src/contaminant/column/colm_cc.f90,85,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESCAP,COLM_CC,src/contaminant/column/colm_cc.f90,86,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESCAPS,COLM_CC,src/contaminant/column/colm_cc.f90,87,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESCAPT,COLM_CC,src/contaminant/column/colm_cc.f90,88,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESSCAP,COLM_CC,src/contaminant/column/colm_cc.f90,89,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESSCPC,COLM_CC,src/contaminant/column/colm_cc.f90,90,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ESSCPT,COLM_CC,src/contaminant/column/colm_cc.f90,91,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDOD,COLM_CC,src/contaminant/column/colm_cc.f90,93,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DDOD1,COLM_CC,src/contaminant/column/colm_cc.f90,94,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GNERD,COLM_CC,src/contaminant/column/colm_cc.f90,96,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GNDSE,COLM_CC,src/contaminant/column/colm_cc.f90,97,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GND2,COLM_CC,src/contaminant/column/colm_cc.f90,98,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GNDSE2,COLM_CC,src/contaminant/column/colm_cc.f90,99,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
AALPSO,COLM_CC,src/contaminant/column/colm_cc.f90,101,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FFSO,COLM_CC,src/contaminant/column/colm_cc.f90,102,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GGNNSO,COLM_CC,src/contaminant/column/colm_cc.f90,103,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
KKDSO,COLM_CC,src/contaminant/column/colm_cc.f90,104,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCPRF,COLM_CC,src/contaminant/column/colm_cc.f90,106,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCPRFT,COLM_CC,src/contaminant/column/colm_cc.f90,107,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,44,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ELT,COLM_CC1,src/contaminant/column/colm_cc1.f90,45,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ELTSTR,COLM_CC1,src/contaminant/column/colm_cc1.f90,46,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
EPS,COLM_CC1,src/contaminant/column/colm_cc1.f90,47,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
FLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,48,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
GLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,49,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
OME,COLM_CC1,src/contaminant/column/colm_cc1.f90,50,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
PLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,51,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
PLTSTR,COLM_CC1,src/contaminant/column/colm_cc1.f90,52,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
QLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,53,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,54,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
TLT,COLM_CC1,src/contaminant/column/colm_cc1.f90,55,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
JBTLYR,COLM_CG,src/contaminant/column/colm_cg.f90,61,INTEGER,False,0,,0,
NCOLMB,COLM_CG,src/contaminant/column/colm_cg.f90,62,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ZCOLMB,COLM_CG,src/contaminant/column/colm_cg.f90,64,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
SCL,COLM_CG,src/contaminant/column/colm_cg.f90,66,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
OODO,COLM_CG,src/contaminant/column/colm_cg.f90,67,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
JKZCOL,COLM_CG,src/contaminant/column/colm_cg.f90,69,INTEGER,False,1,src/frame/FRmod.f90,0,
JOLFN,COLM_CG,src/contaminant/column/colm_cg.f90,70,INTEGER,False,1,src/frame/FRmod.f90,0,
NOL,COLM_CG,src/contaminant/column/colm_cg.f90,71,INTEGER,False,1,src/frame/FRmod.f90,0,
NOLBT,COLM_CG,src/contaminant/column/colm_cg.f90,72,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
NOLCE,COLM_CG,src/contaminant/column/colm_cg.f90,73,INTEGER,False,1,src/frame/FRmod.f90,0,
NOLCEA,COLM_CG,src/contaminant/column/colm_cg.f90,74,INTEGER,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
WELDRA,COLM_CG,src/contaminant/column/colm_cg.f90,76,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
DSWO,COLM_CO,src/contaminant/column/colm_co.f90,76,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
QIO,COLM_CO,src/contaminant/column/colm_co.f90,77,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
QQRFO,COLM_CO,src/contaminant/column/colm_co.f90,78,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
RSZWLO,COLM_CO,src/contaminant/column/colm_co.f90,79,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ZONEO,COLM_CO,src/contaminant/column/colm_co.f90,80,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
GGAMMO,COLM_CO,src/contaminant/column/colm_co.f90,81,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
QQQSWO,COLM_CO,src/contaminant/column/colm_co.f90,82,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
QQO,COLM_CO,src/contaminant/column/colm_co.f90,83,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
UUAJPO,COLM_CO,src/contaminant/column/colm_co.f90,84,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
VSTHEO,COLM_CO,src/contaminant/column/colm_co.f90,85,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ISADNL,IS_CC,src/contaminant/is_cc.f90,49,LOGICAL,False,0,,1,src/contaminant/CMmod.f90
ISBK,IS_CC,src/contaminant/is_cc.f90,50,LOGICAL,False,0,,1,src/contaminant/CMmod.f90
ISFLXB,IS_CC,src/contaminant/is_cc.f90,51,LOGICAL,False,0,,1,src/contaminant/CMmod.f90
ISPLT,IS_CC,src/contaminant/is_cc.f90,52,LOGICAL,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ISMN,IS_CC,src/contaminant/is_cc.f90,53,LOGICAL,False,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90
ACPBD1,LINK_CC,src/contaminant/link/link_cc.f90,60,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ACPBDT,LINK_CC,src/contaminant/link/link_cc.f90,61,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ACPBS,LINK_CC,src/contaminant/link/link_cc.f90,62,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ACSFA1,LINK_CC,src/contaminant/link/link_cc.f90,63,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ACPSF1,LINK_CC,src/contaminant/link/link_cc.f90,64,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ACPSFT,LINK_CC,src/contaminant/link/link_cc.f90,65,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCBD1Q,LINK_CC,src/contaminant/link/link_cc.f90,67,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCPBK,LINK_CC,src/contaminant/link/link_cc.f90,68,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCPGS1,LINK_CC,src/contaminant/link/link_cc.f90,69,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCBS1Q,LINK_CC,src/contaminant/link/link_cc.f90,70,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCSFA1,LINK_CC,src/contaminant/link/link_cc.f90,71,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
CCSF1Q,LINK_CC,src/contaminant/link/link_cc.f90,72,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
SCPBK,LINK_CC,src/contaminant/link/link_cc.f90,73,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
WCPBD1,LINK_CC,src/contaminant/link/link_cc.f90,75,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
VCPBK1,LINK_CC,src/contaminant/link/link_cc.f90,76,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ICP1,LINK_CC,src/contaminant/link/link_cc.f90,78,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
ICPSBD,LINK_CC,src/contaminant/link/link_cc.f90,79,DOUBLEPRECISION,False,0,,1,src/contaminant/CMmod.f90
