Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-Discharge
2003-01-14T10:00:00,322.000,.54700
2003-01-14T11:00:00,323.000,.54898
2003-01-14T12:00:00,324.000,.56013
2003-01-14T13:00:00,325.000,.58463
2003-01-14T14:00:00,326.000,.60267
2003-01-14T15:00:00,327.000,.61148
2003-01-14T16:00:00,328.000,.61294
2003-01-14T17:00:00,329.000,.61756
2003-01-14T18:00:00,330.000,.61536
2003-01-14T19:00:00,331.000,.61119
2003-01-14T20:00:00,332.000,.60555
2003-01-14T21:00:00,333.000,.59832
2003-01-14T22:00:00,334.000,.59033
2003-01-14T23:00:00,335.000,.58221
2003-01-15T00:00:00,336.000,.57434
2003-01-15T01:00:00,337.000,.56689
2003-01-15T02:00:00,338.000,.55990
2003-01-15T03:00:00,339.000,.55337
2003-01-15T04:00:00,340.000,.55056
2003-01-15T05:00:00,341.000,.56881
2003-01-15T06:00:00,342.000,.61329
2003-01-15T07:00:00,343.000,.73373
2003-01-15T08:00:00,344.000,.86093
2003-01-15T09:00:00,345.000,.90457
2003-01-15T10:00:00,346.000,.88996
2003-01-15T11:00:00,347.000,.86034
2003-01-15T12:00:00,348.000,.82676
2003-01-15T13:00:00,349.000,.79601
2003-01-15T14:00:00,350.000,.76750
2003-01-15T15:00:00,351.000,.74345
2003-01-15T16:00:00,352.000,.72127
2003-01-15T17:00:00,353.000,.70114
2003-01-15T18:00:00,354.000,.68203
2003-01-15T19:00:00,355.000,.66608
2003-01-15T20:00:00,356.000,.65111
2003-01-15T21:00:00,357.000,.63713
2003-01-15T22:00:00,358.000,.62417
2003-01-15T23:00:00,359.000,.61238
2003-01-16T00:00:00,360.000,.60187
2003-01-16T01:00:00,361.000,.59216
2003-01-16T02:00:00,362.000,.58318
2003-01-16T03:00:00,363.000,.57488
2003-01-16T04:00:00,364.000,.56718
2003-01-16T05:00:00,365.000,.56006
2003-01-16T06:00:00,366.000,.55345
2003-01-16T07:00:00,367.000,.54733
2003-01-16T08:00:00,368.000,.54163
2003-01-16T09:00:00,369.000,.53632
2003-01-16T10:00:00,370.000,.53135
2003-01-16T11:00:00,371.000,.52671
2003-01-16T12:00:00,372.000,.52236
2003-01-16T13:00:00,373.000,.51830
2003-01-16T14:00:00,374.000,.51447
2003-01-16T15:00:00,375.000,.51087
2003-01-16T16:00:00,376.000,.50750
2003-01-16T17:00:00,377.000,.50432
2003-01-16T18:00:00,378.000,.50132
2003-01-16T19:00:00,379.000,.49848
